project_id,project_name,gc_name,risk_level,main_issue,realized_margin_pct,cost_vs_budget,billing_gap_pct,approved_co_pct,rejected_co_pct,total_rfis,labor_burn_ratio,labor_avg_pct_overrun,material_avg_pct_overrun,management_cause,evidence,recommended_action,severity
PRJ-2018-078,Baltimore High School - New Construction,JE Dunn,MEDIUM,Underbilling / Financial Loss,0.004,0.832,0.093,0.096,0.014,96,0.709,0.0,0.106,Material / procurement,Material avg overrun is 10.6%,"Review buyout, deliveries, and material budgeting",Moderate
PRJ-2023-388,Tampa High School - New Construction,Turner Construction,LOW,Execution Inefficiency,0.029,0.693,0.141,0.157,0.023,52,0.557,0.0,0.0,Scope / estimating,Approved COs are 15.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-023,Richmond High School - New Construction,DPR Construction,LOW,Execution Inefficiency,0.031,0.702,0.086,0.087,0.043,37,0.491,0.0,0.0,Unrecovered change orders,Rejected COs are 4.3% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-324,Houston Colocation Facility - HVAC,JE Dunn,MEDIUM,Underbilling / Financial Loss,0.034,0.721,0.127,0.137,0.027,35,0.619,0.0,0.011,Scope / estimating,Approved COs are 13.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-217,Boston Corporate Campus - HVAC Systems,Skanska USA,MEDIUM,Underbilling / Financial Loss,0.036,0.695,0.066,0.063,0.032,26,0.589,0.0,0.0,Unrecovered change orders,Rejected COs are 3.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-051,San Antonio Regional Medical Center - HVAC Upgrade,JE Dunn,MEDIUM,Underbilling / Financial Loss,0.064,0.788,0.096,0.099,0.0,54,0.691,0.0,0.106,Material / procurement,Material avg overrun is 10.6%,"Review buyout, deliveries, and material budgeting",Moderate
PRJ-2021-288,Indianapolis Unified School District - HVAC Modernization,Mortenson,LOW,Underbilling / Financial Loss,0.065,0.614,0.091,0.093,0.065,44,0.39,0.0,0.0,Unrecovered change orders,Rejected COs are 6.5% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-134,Minneapolis Cloud Campus Phase 1 - Cooling,JE Dunn,MEDIUM,Underbilling / Financial Loss,0.085,0.656,0.091,0.093,0.073,44,0.495,0.0,0.0,Unrecovered change orders,Rejected COs are 7.3% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-338,Salt Lake City Middle School - HVAC Systems,DPR Construction,MEDIUM,Underbilling / Financial Loss,0.085,0.701,0.145,0.162,0.005,50,0.579,0.0,0.0,Scope / estimating,Approved COs are 16.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-363,Salt Lake City Middle School - HVAC Systems,Turner Construction,MEDIUM,Underbilling / Financial Loss,0.092,0.651,0.057,0.053,0.041,30,0.425,0.0,0.021,Unrecovered change orders,Rejected COs are 4.1% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-111,Louisville Surgery Center - Climate Control,Skanska USA,LOW,Underbilling / Financial Loss,0.092,0.637,0.072,0.071,0.062,36,0.368,0.0,0.0,Unrecovered change orders,Rejected COs are 6.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2021-304,Tampa Edge Data Center - Thermal Management,Mortenson,MEDIUM,Underbilling / Financial Loss,0.094,0.763,0.137,0.152,0.0,39,0.625,0.0,0.063,Scope / estimating,Approved COs are 15.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-164,Richmond Cloud Campus Phase 1 - Cooling,Turner Construction,LOW,Underbilling / Financial Loss,0.095,0.68,0.112,0.117,0.0,54,0.507,0.0,0.017,Scope / estimating,Approved COs are 11.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2023-382,Baltimore Corporate Campus - HVAC Systems,Skanska USA,MEDIUM,Change Order Failure,0.098,0.567,0.049,0.045,0.073,48,0.324,0.0,0.0,Unrecovered change orders,Rejected COs are 7.3% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2021-258,Portland Unified School District - HVAC Modernization,Turner Construction,MEDIUM,Change Order Failure,0.111,0.661,0.055,0.051,0.081,46,0.418,0.0,0.078,Unrecovered change orders,Rejected COs are 8.1% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-064,Minneapolis Cloud Campus Phase 1 - Cooling,DPR Construction,LOW,Underbilling / Financial Loss,0.115,0.677,0.119,0.127,0.03,91,0.471,0.0,0.003,Scope / estimating,Approved COs are 12.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-360,Denver Senior Living - HVAC Upgrade,DPR Construction,LOW,Underbilling / Financial Loss,0.121,0.677,0.109,0.114,0.022,53,0.512,0.0,0.044,Scope / estimating,Approved COs are 11.4% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2019-100,Richmond Mixed-Income Housing - Climate Control,Skanska USA,LOW,Underbilling / Financial Loss,0.125,0.62,0.044,0.038,0.036,21,0.409,0.0,0.031,Unrecovered change orders,Rejected COs are 3.6% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2021-265,Salt Lake City Senior Living - HVAC Upgrade,Mortenson,MEDIUM,Underbilling / Financial Loss,0.125,0.728,0.143,0.158,0.024,57,0.617,0.0,0.035,Scope / estimating,Approved COs are 15.8% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-370,Richmond Mixed-Income Housing - Climate Control,Turner Construction,MEDIUM,Underbilling / Financial Loss,0.129,0.679,0.14,0.154,0.015,34,0.574,0.0,0.0,Scope / estimating,Approved COs are 15.4% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-319,Nashville Colocation Facility - HVAC,Mortenson,LOW,Underbilling / Financial Loss,0.13,0.673,0.13,0.143,0.03,79,0.537,0.0,0.0,Scope / estimating,Approved COs are 14.3% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-293,Kansas City Elementary Campus - Climate Systems,Turner Construction,LOW,Underbilling / Financial Loss,0.138,0.688,0.135,0.149,0.018,48,0.51,0.0,0.025,Scope / estimating,Approved COs are 14.9% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-302,Pittsburgh Mixed-Use Tower - Mechanical,Turner Construction,LOW,Underbilling / Financial Loss,0.14,0.533,0.058,0.054,0.035,28,0.22,0.0,0.0,Unrecovered change orders,Rejected COs are 3.5% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-167,Minneapolis Mixed-Use Tower - Mechanical,Turner Construction,LOW,Underbilling / Financial Loss,0.141,0.614,0.062,0.059,0.045,33,0.344,0.0,0.02,Unrecovered change orders,Rejected COs are 4.5% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-085,Louisville Residential Tower - HVAC Systems,JE Dunn,MEDIUM,Underbilling / Financial Loss,0.148,0.689,0.098,0.101,0.0,53,0.512,0.0,0.063,Scope / estimating,Approved COs are 10.1% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-200,Boston Senior Living - HVAC Upgrade,JE Dunn,MEDIUM,Underbilling / Financial Loss,0.149,0.624,0.139,0.154,0.012,39,0.488,0.0,0.0,Scope / estimating,Approved COs are 15.4% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-314,Tampa Data Center - Precision Cooling Systems,DPR Construction,LOW,Underbilling / Financial Loss,0.15,0.614,0.128,0.138,0.01,57,0.434,0.0,0.0,Scope / estimating,Approved COs are 13.8% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-279,Baltimore Data Center - Precision Cooling Systems,JE Dunn,LOW,Underbilling / Financial Loss,0.153,0.67,0.111,0.116,0.0,36,0.524,0.0,0.057,Scope / estimating,Approved COs are 11.6% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-320,Raleigh Apartment Complex - MEP,DPR Construction,LOW,Execution Inefficiency,0.153,0.58,0.097,0.101,0.0,58,0.357,0.0,0.0,Scope / estimating,Approved COs are 10.1% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-357,Chicago Corporate Campus - HVAC Systems,Skanska USA,LOW,Change Order Failure,0.155,0.562,0.038,0.031,0.037,41,0.207,0.0,0.046,Unrecovered change orders,Rejected COs are 3.7% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-335,Louisville Mixed-Income Housing - Climate Control,Mortenson,LOW,Change Order Failure,0.157,0.554,0.055,0.052,0.044,46,0.283,0.0,0.009,Unrecovered change orders,Rejected COs are 4.4% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-003,Las Vegas Elementary Campus - Climate Systems,Turner Construction,LOW,Low Risk / No Clear Driver,0.158,0.54,0.089,0.092,0.033,48,0.274,0.0,0.0,Unrecovered change orders,Rejected COs are 3.3% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-192,Houston Corporate Campus - HVAC Systems,DPR Construction,LOW,Change Order Failure,0.165,0.51,0.066,0.064,0.084,41,0.21,0.0,0.0,Unrecovered change orders,Rejected COs are 8.4% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-223,Atlanta High School - New Construction,DPR Construction,LOW,Underbilling / Financial Loss,0.167,0.593,0.061,0.058,0.054,31,0.361,0.0,0.007,Unrecovered change orders,Rejected COs are 5.4% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2021-287,Minneapolis Corporate Campus - HVAC Systems,Mortenson,LOW,Change Order Failure,0.174,0.595,0.017,0.009,0.013,42,0.262,0.0,0.111,Material / procurement,Material avg overrun is 11.1%,"Review buyout, deliveries, and material budgeting",Moderate
PRJ-2019-146,Denver Hospital - Mechanical Systems Renovation,JE Dunn,LOW,Change Order Failure,0.177,0.562,0.057,0.051,0.064,37,0.257,0.0,0.052,Unrecovered change orders,Rejected COs are 6.4% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-097,Cincinnati Mixed-Use Tower - Mechanical,DPR Construction,LOW,Underbilling / Financial Loss,0.179,0.61,0.106,0.112,0.0,46,0.331,0.0,0.0,Scope / estimating,Approved COs are 11.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-065,Richmond Residential Tower - HVAC Systems,Skanska USA,LOW,Underbilling / Financial Loss,0.179,0.587,0.09,0.091,0.049,40,0.327,0.0,0.035,Unrecovered change orders,Rejected COs are 4.9% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2021-250,Sacramento Senior Living - HVAC Upgrade,DPR Construction,LOW,Execution Inefficiency,0.181,0.564,0.119,0.127,0.02,51,0.327,0.0,0.0,Scope / estimating,Approved COs are 12.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2023-392,Las Vegas Corporate Campus - HVAC Systems,DPR Construction,LOW,Change Order Failure,0.185,0.489,0.038,0.031,0.042,24,0.179,0.0,0.0,Unrecovered change orders,Rejected COs are 4.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-364,Baltimore Edge Data Center - Thermal Management,Skanska USA,LOW,Change Order Failure,0.188,0.501,0.043,0.038,0.074,36,0.164,0.0,0.0,Unrecovered change orders,Rejected COs are 7.4% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-047,Oklahoma City Office Park - Core & Shell MEP,DPR Construction,LOW,Change Order Failure,0.189,0.531,0.057,0.053,0.081,35,0.214,0.0,0.012,Unrecovered change orders,Rejected COs are 8.1% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-176,Chicago Regional Medical Center - HVAC Upgrade,Skanska USA,LOW,Change Order Failure,0.19,0.479,0.014,0.007,0.076,50,0.128,0.0,0.0,Unrecovered change orders,Rejected COs are 7.6% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-332,Louisville Mixed-Use Tower - Mechanical,Turner Construction,LOW,Underbilling / Financial Loss,0.192,0.604,0.093,0.096,0.05,37,0.379,0.0,0.025,Unrecovered change orders,Rejected COs are 5.0% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-190,Oklahoma City Residential Tower - HVAC Systems,Skanska USA,LOW,Underbilling / Financial Loss,0.197,0.654,0.1,0.103,0.0,33,0.425,0.0,0.097,Scope / estimating,Approved COs are 10.3% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-046,Albuquerque Medical Campus - New HVAC Installation,Skanska USA,LOW,Underbilling / Financial Loss,0.2,0.657,0.116,0.123,0.028,60,0.379,0.0,0.086,Scope / estimating,Approved COs are 12.3% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-300,Minneapolis Senior Living - HVAC Upgrade,Turner Construction,LOW,Change Order Failure,0.2,0.481,0.069,0.064,0.036,21,0.159,0.0,0.0,Unrecovered change orders,Rejected COs are 3.6% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2021-241,Portland Hospital - Mechanical Systems Renovation,Mortenson,LOW,Change Order Failure,0.2,0.54,0.043,0.038,0.058,44,0.197,0.0,0.077,Unrecovered change orders,Rejected COs are 5.8% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-133,Oklahoma City Elementary Campus - Climate Systems,Turner Construction,LOW,Change Order Failure,0.201,0.51,0.063,0.06,0.072,30,0.246,0.0,0.0,Unrecovered change orders,Rejected COs are 7.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-160,Cincinnati Apartment Complex - MEP,JE Dunn,LOW,Underbilling / Financial Loss,0.202,0.716,0.147,0.165,0.025,52,0.518,0.0,0.096,Scope / estimating,Approved COs are 16.5% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2023-386,Sacramento Regional Medical Center - HVAC Upgrade,DPR Construction,LOW,Change Order Failure,0.203,0.544,0.026,0.02,0.047,27,0.199,0.0,0.089,Unrecovered change orders,Rejected COs are 4.7% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-014,Indianapolis Cloud Campus Phase 1 - Cooling,JE Dunn,LOW,Change Order Failure,0.207,0.508,0.076,0.074,0.068,33,0.237,0.0,0.0,Unrecovered change orders,Rejected COs are 6.8% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-234,Pittsburgh Cloud Campus Phase 1 - Cooling,DPR Construction,LOW,Change Order Failure,0.207,0.513,0.06,0.056,0.037,15,0.146,0.0,0.039,Unrecovered change orders,Rejected COs are 3.7% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-323,Indianapolis Unified School District - HVAC Modernization,Mortenson,LOW,Underbilling / Financial Loss,0.208,0.604,0.115,0.122,0.014,48,0.338,0.0,0.07,Scope / estimating,Approved COs are 12.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-261,Raleigh Medical Campus - New HVAC Installation,DPR Construction,LOW,Change Order Failure,0.208,0.48,0.009,0.001,0.033,22,0.09,0.0,0.024,Unrecovered change orders,Rejected COs are 3.3% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-368,Tampa Elementary Campus - Climate Systems,Skanska USA,LOW,Low Risk / No Clear Driver,0.21,0.64,0.09,0.092,0.0,43,0.361,0.0,0.106,Material / procurement,Material avg overrun is 10.6%,"Review buyout, deliveries, and material budgeting",Moderate
PRJ-2018-076,Pittsburgh Surgery Center - Climate Control,Turner Construction,LOW,Low Risk / No Clear Driver,0.21,0.553,0.086,0.087,0.04,37,0.256,0.0,0.029,Unrecovered change orders,Rejected COs are 4.0% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-347,Raleigh Corporate Campus - HVAC Systems,Skanska USA,LOW,Change Order Failure,0.211,0.491,0.051,0.046,0.082,40,0.129,0.0,0.019,Unrecovered change orders,Rejected COs are 8.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2021-298,San Antonio High School - New Construction,Turner Construction,LOW,Underbilling / Financial Loss,0.212,0.581,0.139,0.154,0.026,58,0.347,0.0,0.0,Scope / estimating,Approved COs are 15.4% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-038,Columbus Unified School District - HVAC Modernization,JE Dunn,LOW,Underbilling / Financial Loss,0.217,0.513,0.086,0.087,0.035,48,0.216,0.0,0.0,Unrecovered change orders,Rejected COs are 3.5% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-005,Phoenix Senior Living - HVAC Upgrade,Skanska USA,LOW,Underbilling / Financial Loss,0.226,0.597,0.104,0.108,0.0,36,0.3,0.0,0.071,Scope / estimating,Approved COs are 10.8% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-380,Portland Mixed-Income Housing - Climate Control,DPR Construction,LOW,Change Order Failure,0.226,0.554,0.082,0.083,0.061,48,0.253,0.0,0.037,Unrecovered change orders,Rejected COs are 6.1% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-139,Sacramento Colocation Facility - HVAC,Turner Construction,LOW,Underbilling / Financial Loss,0.227,0.626,0.142,0.157,0.0,47,0.376,0.0,0.052,Scope / estimating,Approved COs are 15.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-266,Salt Lake City Surgery Center - Climate Control,Skanska USA,LOW,Low Risk / No Clear Driver,0.231,0.559,0.123,0.132,0.0,49,0.243,0.0,0.007,Scope / estimating,Approved COs are 13.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-204,Sacramento Edge Data Center - Thermal Management,Turner Construction,LOW,Change Order Failure,0.231,0.489,0.046,0.042,0.082,48,0.126,0.0,0.057,Unrecovered change orders,Rejected COs are 8.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2023-394,Pittsburgh Edge Data Center - Thermal Management,Skanska USA,LOW,Change Order Failure,0.233,0.512,0.058,0.053,0.032,49,0.185,0.0,0.024,Unrecovered change orders,Rejected COs are 3.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-236,Denver Regional Medical Center - HVAC Upgrade,Turner Construction,LOW,Low Risk / No Clear Driver,0.243,0.51,0.105,0.108,0.0,38,0.181,0.0,0.038,Scope / estimating,Approved COs are 10.8% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2019-114,Tampa Colocation Facility - HVAC,JE Dunn,LOW,Change Order Failure,0.243,0.574,0.077,0.077,0.041,45,0.197,0.0,0.081,Unrecovered change orders,Rejected COs are 4.1% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-151,Albuquerque Surgery Center - Climate Control,JE Dunn,LOW,Low Risk / No Clear Driver,0.243,0.514,0.104,0.109,0.029,45,0.147,0.0,0.026,Scope / estimating,Approved COs are 10.9% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2019-150,Oklahoma City Mixed-Income Housing - Climate Control,JE Dunn,LOW,Low Risk / No Clear Driver,0.244,0.609,0.13,0.141,0.029,57,0.247,0.0,0.064,Scope / estimating,Approved COs are 14.1% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-281,Houston Regional Medical Center - HVAC Upgrade,JE Dunn,LOW,Low Risk / No Clear Driver,0.245,0.464,0.08,0.08,0.039,39,0.062,0.0,0.0,Unrecovered change orders,Rejected COs are 3.9% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2022-329,Pittsburgh Cloud Campus Phase 1 - Cooling,JE Dunn,LOW,Coordination Issues,0.247,0.591,0.115,0.123,0.026,75,0.265,0.0,0.087,Scope / estimating,Approved COs are 12.3% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-186,Atlanta Medical Campus - New HVAC Installation,Turner Construction,LOW,Change Order Failure,0.247,0.476,0.072,0.07,0.038,50,0.11,0.0,0.001,Unrecovered change orders,Rejected COs are 3.8% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-179,Louisville Edge Data Center - Thermal Management,DPR Construction,LOW,Coordination Issues,0.25,0.612,0.111,0.117,0.023,79,0.36,0.0,0.061,Scope / estimating,Approved COs are 11.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-194,Salt Lake City Data Center - Precision Cooling Systems,JE Dunn,LOW,Change Order Failure,0.251,0.453,0.058,0.053,0.048,38,0.107,0.0,0.0,Unrecovered change orders,Rejected COs are 4.8% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-086,Louisville Regional Medical Center - HVAC Upgrade,Turner Construction,LOW,Low Risk / No Clear Driver,0.256,0.515,0.122,0.131,0.016,39,0.197,0.0,0.0,Scope / estimating,Approved COs are 13.1% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2019-141,Richmond Medical Campus - New HVAC Installation,Turner Construction,LOW,Low Risk / No Clear Driver,0.256,0.517,0.085,0.085,0.034,34,0.118,0.0,0.069,Unrecovered change orders,Rejected COs are 3.4% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-149,Boston Data Center - Precision Cooling Systems,JE Dunn,LOW,Change Order Failure,0.257,0.492,0.065,0.062,0.041,36,0.189,0.0,0.016,Unrecovered change orders,Rejected COs are 4.1% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-011,Albuquerque Hospital - Mechanical Systems Renovation,Mortenson,LOW,Change Order Failure,0.258,0.477,0.029,0.023,0.032,38,0.062,0.0,0.066,Unrecovered change orders,Rejected COs are 3.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-080,Raleigh Senior Living - HVAC Upgrade,Turner Construction,LOW,Low Risk / No Clear Driver,0.26,0.506,0.147,0.164,0.009,64,0.196,0.0,0.0,Scope / estimating,Approved COs are 16.4% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-177,Atlanta Corporate Campus - HVAC Systems,Turner Construction,LOW,Low Risk / No Clear Driver,0.265,0.551,0.122,0.13,0.0,32,0.213,0.0,0.058,Scope / estimating,Approved COs are 13.0% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2019-135,Minneapolis Mixed-Income Housing - Climate Control,JE Dunn,LOW,Low Risk / No Clear Driver,0.266,0.493,0.116,0.124,0.0,43,0.156,0.0,0.0,Scope / estimating,Approved COs are 12.4% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-066,Portland Regional Medical Center - HVAC Upgrade,Skanska USA,LOW,Low Risk / No Clear Driver,0.266,0.517,0.141,0.156,0.019,30,0.207,0.0,0.0,Scope / estimating,Approved COs are 15.6% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-336,Cincinnati Medical Campus - New HVAC Installation,JE Dunn,LOW,Low Risk / No Clear Driver,0.271,0.485,0.105,0.11,0.0,43,0.138,0.0,0.013,Scope / estimating,Approved COs are 11.0% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-274,Kansas City Colocation Facility - HVAC,Turner Construction,LOW,Low Risk / No Clear Driver,0.275,0.535,0.133,0.145,0.008,41,0.264,0.0,0.006,Scope / estimating,Approved COs are 14.5% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-181,Oklahoma City Medical Campus - New HVAC Installation,Skanska USA,LOW,Low Risk / No Clear Driver,0.276,0.432,0.109,0.115,0.0,30,0.089,0.0,0.0,Scope / estimating,Approved COs are 11.5% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-041,San Antonio Regional Medical Center - HVAC Upgrade,Skanska USA,LOW,Low Risk / No Clear Driver,0.279,0.49,0.117,0.124,0.0,35,0.066,0.0,0.071,Scope / estimating,Approved COs are 12.4% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-337,Oklahoma City Corporate Campus - HVAC Systems,JE Dunn,LOW,Low Risk / No Clear Driver,0.284,0.509,0.144,0.16,0.01,60,0.154,0.0,0.021,Scope / estimating,Approved COs are 16.0% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-061,Las Vegas Hospital - Mechanical Systems Renovation,Mortenson,LOW,Low Risk / No Clear Driver,0.284,0.458,0.077,0.075,0.036,30,0.095,0.0,0.0,Unrecovered change orders,Rejected COs are 3.6% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2020-216,Kansas City Surgery Center - Climate Control,JE Dunn,LOW,Change Order Failure,0.286,0.477,0.036,0.031,0.058,50,0.076,0.0,0.063,Unrecovered change orders,Rejected COs are 5.8% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-115,Phoenix Senior Living - HVAC Upgrade,JE Dunn,LOW,Coordination Issues,0.288,0.477,0.102,0.106,0.027,95,0.162,0.0,0.002,Scope / estimating,Approved COs are 10.6% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-362,Houston Business Center - MEP Systems,Turner Construction,LOW,Low Risk / No Clear Driver,0.293,0.482,0.076,0.075,0.036,49,0.125,0.0,0.021,Unrecovered change orders,Rejected COs are 3.6% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2018-001,Minneapolis Hospital - Mechanical Systems Renovation,JE Dunn,LOW,Low Risk / No Clear Driver,0.296,0.446,0.107,0.112,0.03,49,0.07,0.0,0.0,Scope / estimating,Approved COs are 11.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2023-396,Tampa Hospital - Mechanical Systems Renovation,Turner Construction,LOW,Low Risk / No Clear Driver,0.305,0.475,0.101,0.103,0.027,43,0.108,0.0,0.037,Scope / estimating,Approved COs are 10.3% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2021-286,Chicago Hospital - Mechanical Systems Renovation,JE Dunn,LOW,Low Risk / No Clear Driver,0.309,0.457,0.126,0.136,0.0,57,0.111,0.0,0.0,Scope / estimating,Approved COs are 13.6% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-321,Cincinnati Regional Medical Center - HVAC Upgrade,DPR Construction,LOW,Low Risk / No Clear Driver,0.311,0.485,0.107,0.112,0.024,44,0.114,0.0,0.029,Scope / estimating,Approved COs are 11.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2022-371,Albuquerque Hospital - Mechanical Systems Renovation,JE Dunn,LOW,Low Risk / No Clear Driver,0.311,0.465,0.096,0.098,0.032,32,0.055,0.0,0.07,Unrecovered change orders,Rejected COs are 3.2% of original contract,Require tighter approval before extra work proceeds,Moderate
PRJ-2019-106,Raleigh Regional Medical Center - HVAC Upgrade,Skanska USA,LOW,Low Risk / No Clear Driver,0.311,0.475,0.1,0.102,0.03,36,0.05,0.0,0.054,Scope / estimating,Approved COs are 10.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2020-201,Raleigh Regional Medical Center - HVAC Upgrade,DPR Construction,LOW,Coordination Issues,0.322,0.435,0.142,0.157,0.025,86,0.103,0.0,0.0,Scope / estimating,Approved COs are 15.7% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
PRJ-2018-036,Pittsburgh Medical Campus - New HVAC Installation,Mortenson,LOW,Low Risk / No Clear Driver,0.336,0.476,0.115,0.122,0.023,32,0.101,0.0,0.049,Scope / estimating,Approved COs are 12.2% of original contract,"Strengthen bid review, scope coverage, and preconstruction",Moderate
